title,year,length,budget,rating,Genre
"Pianist, The",2002,150,35000000,8.5,Drama
"Piano, The",1993,121,7000000,7.4,Romance
Pickman's Model,2003,40,2500,6.6,Short
Picture Perfect,1997,105,19000000,5.6,Romance
Pieces of April,2003,80,300000,7.3,Drama
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,125000000,8,Comedy
Pitch Black,2000,112,23000000,6.7,Unknown
Pizza Man vs. the Dude,2004,82,16000,7.4,Unknown
Pizza: The Movie,2004,99,10000,7.5,Comedy
"Place Called Chiapas, A",1998,89,891000,6.7,Documentary
Planet of the Apes,2001,119,100000000,5.6,Action
Plankton,1994,86,250000,4.2,Unknown
Play It to the Bone,1999,124,24000000,5.1,Drama
Playing by Heart,1998,121,14000000,7.1,Romance
Playing the Part,1995,38,12000,7.3,Short
Pleasantville,1998,124,40000000,7.5,Drama
"Pledge, The",2001,123,45000000,6.9,Drama
"Plight of Clownana, The",2004,15,6000,9.9,Short
Plug,1998,11,12000,6.2,Short
"Plunge, The",2003,20,30000,7.1,Short
Pobeg,2005,117,1800000,2.6,Drama
Pocahontas,1995,81,55000000,5.7,Romance
Poetic Justice,1993,109,14000000,5,Romance
Point Break,1991,120,24000000,6.5,Drama
Point Five,2003,7,3000,9.6,Short
"Point Men, The",2001,88,6100000,4.6,Action
Poison,1991,85,250000,6.2,Drama
Poison Ivy,1992,93,3000000,5,Drama
Pol Pot's Birthday,2004,10,9000,8.7,Short
"Polar Express, The",2004,99,150000000,6.8,Animation
Police Beat,2005,80,500000,2.7,Unknown
Pollock,2000,132,6000000,7.1,Drama
Polymorph,1996,86,10000,5.9,Action
Pooh's Heffalump Movie,2005,68,20000000,6.7,Animation
Poolhall Junkies,2002,94,4000000,6.6,Drama
Pootie Tang,2001,70,3000000,4.1,Comedy
"Pope of Utah, The",1993,83,40000,7.1,Drama
Portal: The Movie,2003,29,15000,8.4,Short
Possums,1998,97,1400000,5.3,Drama
"Postino, Il",1994,108,3000000,7.6,Romance
"Postman, The",1997,177,80000000,5.2,Drama
"Powerpuff Girls, The",2002,73,10000000,6.2,Comedy
Practical Magic,1998,103,60000000,5.4,Romance
Praying with Anger,1992,107,750000,4.6,Drama
Prefontaine,1997,106,8000000,6.4,Drama
Presence of Mind,1999,94,3000000,5.6,Drama
Pretend,2003,75,150000,7,Drama
Pretty Woman,1990,125,14000000,6.6,Romance
Preventive Warriors,2004,56,50000,9,Documentary
Price of Glory,2000,118,10000000,6.2,Drama
Primal Fear,1996,129,30000000,7.5,Drama
Primary Colors,1998,143,65000000,6.8,Drama
Prime Suspects,1997,93,550000,1.5,Unknown
Primer,2004,77,7000,6.4,Drama
"Prince of Egypt, The",1998,99,60000000,6.9,Drama
"Prince of Tides, The",1991,132,30000000,6.3,Romance
"Princess Diaries 2: Royal Engagement, The",2004,115,40000000,5.3,Romance
"Princess Diaries, The",2001,114,37000000,6,Comedy
Private Detective: Two Plus Two Plus One,1997,130,200000,3.8,Unknown
Private Parts,1997,109,20000000,6.6,Drama
Professional Courtesy,2003,27,30000,8,Short
Progeny,1998,99,2500000,4.2,Unknown
Proof of Life,2000,135,65000000,6.3,Drama
"Prophecy, The",1995,98,8000000,6.4,Unknown
"Proverb, The",2004,10,5000,5.4,Short
Proximity,2001,98,6000000,4.9,Unknown
Prozac Nation,2001,99,9000000,6.2,Drama
Psycho,1998,105,20000000,5,Unknown
Psycho Beach Party,2000,95,1500000,5.7,Comedy
Puddle Cruiser,1996,102,160000,6.3,Comedy
Pulp Diction,2003,1,1000,6.5,Short
Pulp Fiction,1994,168,8000000,8.8,Drama
Pulse: A Stomp Odyssey,2002,40,3000000,8.5,Short
Punch-Drunk Love,2002,95,25000000,7.5,Romance
"Punisher, The",2004,124,33000000,6.2,Action
Puppet Master II,1991,88,780000,4.3,Unknown
Puppet Master III: Toulon's Revenge,1991,86,800000,5,Unknown
Puppies for Sale,1998,9,3500,7.2,Short
Pushing Tin,1999,119,33000000,5.9,Drama
"Puzzle, The",2000,22,1500,8.5,Short
Puzzlehead,2005,81,500000,7.7,Unknown
Queen of the Damned,2002,104,35000000,4.7,Unknown
Queen's Messenger II,2001,90,4000000,6,Action
Quest for Camelot,1998,74,40000000,5.4,Drama
"Quick and the Dead, The",1995,107,32000000,6.1,Action
"Quiet American, The",2002,101,30000000,7.4,Romance
Quigley Down Under,1990,119,20000000,6.2,Drama
Quo Vadis?,2001,165,18000000,6.1,Drama
"R.M., The",2003,101,500000,5.3,Comedy
Rabbit-Proof Fence,2002,94,6000000,7.7,Drama
Rachel's Attic,2002,112,83000,2.4,Drama
Radio,2003,109,35000000,6.9,Drama
Radio Flyer,1992,114,35000000,6.4,Drama
Radius,2004,33,60000,4.4,Short
"Rage: Carrie 2, The",1999,104,21000000,4.4,Unknown
"Rainbow Thief, The",1990,87,10000000,6,Drama
"Rainmaker, The",1997,135,40000000,6.8,Drama
Raise Your Voice,2004,103,15000000,4.3,Romance
Raising Cain,1992,91,11000000,5.4,Unknown
Raising Victor Vargas,2002,88,800000,6.7,Romance
Raising the Stakes,1999,88,100000,4.7,Romance
Rancid Aluminium,2000,88,12000000,3.5,Drama
Random Hearts,1999,133,64000000,4.8,Romance
Ransom,1996,139,80000000,6.6,Drama
Rapa Nui,1994,107,20000000,5.8,Romance
Rare Birds,2001,99,5000000,6.4,Drama
Rat Race,2001,112,48000000,6.5,Comedy
Rats & Bullies,2004,102,120000,8.6,Documentary
Rattlesnake Jake,2004,6,1000,5.4,Short
Rave Macbeth,2001,87,3500000,6.2,Drama
Ravenous,1999,108,12000000,6.7,Drama
"Real Cancun, The",2003,96,8000000,2.8,Documentary
Real Women Have Curves,2002,87,3000000,7,Drama
Reality of Life,2002,115,12000,1,Drama
"Realtor, The",2004,10,25000,7,Short
"Reasonable Hypothesis, A",2004,20,40000,9.5,Short
"Reasonable Man, A",1999,103,61000,7.3,Drama
Recess: School's Out,2001,82,10000000,6,Comedy
"Red Brick Road, The",2003,95,15000,6.7,Drama
Red Cockroaches,2004,82,2000,7.7,Drama
Red Dragon,2002,124,90000000,7.3,Unknown
Red Planet,2000,106,75000000,5.3,Action
Red Ribbon Blues,1996,97,3000000,4.5,Drama
Red Rock West,1992,98,8000000,7,Unknown
Redemption: The Stan Tookie Williams Story,2004,95,75000,6.5,Drama
"Ref, The",1994,93,11000000,6.8,Comedy
Reign of Fire,2002,101,95000000,5.8,Action
Reindeer Games,2000,124,36000000,5.5,Drama
"Relic, The",1997,110,40000000,5.3,Unknown
"Remains of the Day, The",1993,134,15000000,7.8,Romance
Rembrandt,2003,109,3000000,6.8,Comedy
Remember the Titans,2000,113,30000000,7.4,Drama
Remembering November,2002,37,2000,9.2,Short
Renaissance Man,1994,128,40000000,5.7,Drama
Rent's Due,2004,9,3500,9.6,Short
"Replacement Killers, The",1998,87,30000000,5.8,Action
"Replacements, The",2000,114,50000000,6.2,Comedy
Repli-Kate,2002,121,4000000,5.6,Comedy
Requiem for a Dream,2000,102,4500000,8.4,Drama
Reservoir Dogs,1992,99,1200000,8.3,Unknown
Resident Evil,2002,100,35000000,6.2,Action
Resident Evil: Apocalypse,2004,94,50000000,5.6,Action
Resolution,2001,86,70000,3,Unknown
Restoration,1995,117,18000000,6.6,Drama
Resurrection Man,1998,102,4000000,4.6,Drama
"Return of the Forest Monster, The",2003,75,0,5,Comedy
Return of the Living Dead 3,1993,97,2000000,5.3,Unknown
"Return of the Texas Chainsaw Massacre, The",1994,86,600000,2.6,Comedy
Return to Innocence,2001,98,100000,7.5,Drama
Return to Me,2000,115,24000000,6.9,Romance
Return to Never Land,2002,72,20000000,5.8,Animation
Return with Honor,1998,102,1000000,8.5,Documentary
Revelation,1999,98,5000000,4.5,Drama
Revenge of the Unhappy Campers,2002,102,175000,8.3,Comedy
Revolution #9,2001,96,300000,7.1,Unknown
Rex: kyoryu monogatari,1993,106,8000000,4.5,Unknown
Rhapsody in Bloom,1998,92,2200000,6.2,Romance
"Rhino Brothers, The",2001,93,850000,5.4,Drama
Rhythm Thief,1994,88,30000,6.5,Drama
Rich in Love,1993,105,18000000,6,Drama
"Rick, The",2004,21,18000,8.7,Short
Riders,2002,83,15000000,5.1,Action
Riding in Cars with Boys,2001,132,48000000,6.2,Drama
Riding the Bullet,2004,98,5000000,5.2,Unknown
"Ring, The",2002,115,45000000,7.4,Drama
Ringu,1998,96,1200000,7.4,Unknown
Rio Peligroso: A Day in the Life of a Legendary Coyote,2004,25,5000,8.8,Short
Ripley's Game,2002,112,30000000,6.6,Drama
"Rising of the Moon, The",2002,6,1500,8.3,Short
"River Wild, The",1994,111,45000000,6.1,Drama
Road Trip,2000,94,15600000,6.3,Comedy
"Road to El Dorado, The",2000,89,95000000,6.3,Comedy
Road to Perdition,2002,117,80000000,7.7,Drama
Roadside Attractions,2004,15,6500,8.2,Short
Roadside Convenience,2003,15,1000,7.6,Short
Rob Roy,1995,133,28000000,6.8,Romance
Robbie's Brother,2001,88,1000000,7,Comedy
Roberta Wells,2004,8,1000,4,Short
Robin Hood: Prince of Thieves,1991,155,50000000,6.5,Romance
RoboCop 3,1993,104,22000000,3.2,Action
Robot Jox,1990,85,10000000,3.9,Unknown
Robots,2005,91,75000000,6.4,Comedy
Rock 'n' Roll Frankenstein,1999,88,250000,4.3,Comedy
Rock Star,2001,105,38000000,5.8,Drama
Rock and Roll Fantasy,1992,90,50000,4.4,Romance
"Rock, The",1996,136,75000000,7,Drama
Rockula,1990,87,1500000,4.5,Comedy
Rogue Trader,1999,101,12800000,6.1,Drama
"Roi danse, Le",2000,115,21000000,5.9,Drama
Rollerball,2002,97,70000000,2.8,Action
Roma,2004,155,2763806,7.5,Drama
Romeo + Juliet,1996,120,14500000,6.7,Romance
"Romeo Division, The",2004,25,6000,7.2,Short
Romeo Must Die,2000,115,25000000,5.8,Drama
Ron's Night Out,1999,30,50000,5.6,Short
Ronin,1998,121,55000000,7,Action
"Rookie, The",2002,127,24000000,7.2,Drama
"Room, The",2003,99,6000000,2.7,Romance
Roommates,1995,108,22000000,6.1,Drama
"Root of All Evil, The",2004,101,150000,6.6,Comedy
Roozi khe zan shodam,2000,78,180000,7.3,Drama
Rose & Alexander,2002,40,4800,8.9,Short
Rosewood,1997,140,31000000,6.8,Drama
Rounders,1998,121,12000000,7.2,Drama
Route 666,2001,86,2300000,4,Action
Roy,2000,11,500000,6.9,Short
"Royal Tenenbaums, The",2001,111,21000000,7.6,Drama
Ruby in Paradise,1993,114,800000,7,Drama
Rugrats Go Wild!,2003,81,25000000,4.8,Comedy
"Rugrats Movie, The",1998,79,28000000,5.4,Comedy
Rugrats in Paris: The Movie - Rugrats II,2000,78,30000000,5.7,Comedy
"Rules of Attraction, The",2002,110,4000000,6.7,Romance
Rules of Engagement,2000,128,60000000,6.3,Drama
"Rules, The",2004,29,20000,8.9,Short
Rumpelstiltskin,1996,87,3000000,3,Unknown
Run Leia Run,2003,16,0,5.5,Short
Runaway Bride,1999,116,70000000,5.4,Romance
Runaway Jury,2003,127,60000000,7.1,Drama
"Rundown, The",2003,104,85000000,6.5,Comedy
Running Out,2001,97,50000,7.6,Unknown
Running Time,1997,70,120000,7,Unknown
Rush Hour,1998,93,35000000,6.7,Comedy
Rush Hour 2,2001,86,90000000,6.5,Comedy
Rushmore,1998,93,10000000,7.7,Romance
"Rutland, USA",2002,100,4000,3.9,Comedy
S.C.I.E.N.C.E,2004,96,3000,7.8,Romance
S.W.A.T.,2003,117,80000000,5.9,Action
Sabrina,1995,127,58000000,6.1,Romance
Sacred Is the Flesh,2001,94,300000,9.4,Unknown
Safe Men,1998,88,1000000,6.1,Comedy
Sahara,2005,124,130000000,5.8,Comedy
"Saint, The",1997,116,70000000,5.7,Romance
Saints and Soldiers,2003,90,780000,6.9,Drama
Sally and Angela,2001,12,5000,6.5,Short
"Salton Sea, The",2002,107,18000000,7.2,Drama
Same Difference,2003,14,7000,8.9,Short
Samsara,2001,138,3000000,7.6,Romance
Sangre eterna,2002,108,25000,4.6,Unknown
Sankofa,1993,125,1000000,5.9,Drama
"Santa Clause 2, The",2002,105,60000000,5.8,Romance
Santos peregrinos,2004,94,900000,4.5,Comedy
Sara,1997,105,835000,6.3,Romance
Saturn,1999,94,350000,5.5,Drama
Savage,1995,99,5000000,4.1,Action
Savage Roses,2002,90,15000,2.7,Romance
Save the Last Dance,2001,112,13000000,6.1,Romance
Saved!,2004,92,5000000,7.1,Drama
Saving Private Ryan,1998,170,70000000,8.3,Drama
Saving Ryan's Privates,1998,8,6500,6,Short
Saving Silverman,2001,96,22000000,5.4,Romance
Savior,1998,104,10000000,7.2,Drama
Saw,2004,100,1200000,7.5,Unknown
Say It Isn't So,2001,93,25000000,4.6,Romance
"Scam Artist, The",2004,76,500000,7.1,Drama
Scanner Cop II,1995,95,4000000,3.7,Unknown
"Scarlet Letter, The",1995,135,50000000,4.4,Romance
Scarlett Mecca and the Pentagram Girl,2000,20,20000,6.3,Short
Scary Movie,2000,88,19000000,5.5,Comedy
Scary Movie 2,2001,83,45000000,4.2,Comedy
Scary Movie 3,2003,84,45000000,5.3,Comedy
"Scene Smoking: Cigarettes, Cinema & the Myth of Cool",2001,59,145000,2.6,Documentary
Scene Stealers,2004,99,75000,8.6,Drama
Schindler's List,1993,195,25000000,8.8,Drama
Schizopolis,1996,96,250000,7,Comedy
"School of Rock, The",2003,108,20000000,7.4,Comedy
Scooby-Doo,2002,86,84000000,4.8,Comedy
Scope,2004,41,0,4.9,Short
"Score, The",2001,124,68000000,6.8,Drama
"Scorpion King, The",2002,92,60000000,5.3,Action
Scream,1996,111,15000000,7,Unknown
Scream 2,1997,120,24000000,5.9,Unknown
Scream 3,2000,116,40000000,5.4,Unknown
Screamers,1995,108,11000000,5.6,Unknown
Screwed,2000,78,10000000,4.8,Comedy
Se7en,1995,127,30000000,8.4,Drama
Sea Ghost,2004,90,1500000,3.7,Unknown
Seabiscuit,2003,141,86000000,7.5,Drama
Search and Destroy,1995,90,4000000,5,Drama
Searching for Angela Shelton,2004,93,300000,8.7,Documentary
Searching for Debra Winger,2002,97,600000,5.6,Documentary
Secondhand Lions,2003,120,30000000,7.4,Drama
"Secret Journal of Benny Travis, The",2003,29,51000,8.6,Short
"Secret Kingdom, The",1998,90,800000,3.9,Unknown
"Secret Life of Girls, The",1999,90,2500000,5,Comedy
Secret Window,2004,96,40000000,6.3,Drama
Secrets & Lies,1996,136,4500000,7.9,Drama
See Spot Run,2001,94,16000000,5,Comedy
Seed of Chucky,2004,87,12000000,5.1,Comedy
Selena,1997,127,20000000,6.1,Drama
Sense and Sensibility,1995,136,16500000,7.7,Romance
Sensitive New-Age Killer,2000,88,1000000,4.2,Action
Serendipity,2001,90,28000000,6.6,Romance
Serial Mom,1994,95,13000000,6.3,Comedy
"Series of Small Things, A",2005,23,15000,8.4,Short
"Serpent's Kiss, The",1997,104,13000000,5.3,Drama
Serpent's Lair,1995,90,4000000,4.1,Unknown
Serving Sara,2002,99,29000000,4.6,Romance
Session 9,2001,97,1500000,6.6,Drama
Set It Off,1996,123,9000000,6.1,Drama
"Setta, La",1991,112,2000000,5.7,Unknown
Seven Years in Tibet,1997,139,70000000,6.6,Drama
"Seventh Coin, The",1993,92,900000,4,Unknown
Sgt. Bilko,1996,93,39000000,5.1,Comedy
Sh'Chur,1994,100,700000,6.7,Drama
Shade,2003,101,6800000,6.5,Drama
Shadow Conspiracy,1997,103,45000000,4.5,Action
Shadow of the Vampire,2000,87,8000000,6.8,Drama
"Shadow, The",1994,108,40000000,5.2,Action
Shadowlands,2003,91,500000,1.1,Unknown
Shadows and Fog,1992,85,14000000,6.3,Drama
Shaft,2000,99,46000000,6,Action
Shakes the Clown,1992,87,1400000,5.5,Comedy
Shakespeare in Love,1998,122,25000000,7.5,Romance
Shakespeare's Children,1996,50,100000,5.1,Documentary
Shakespeare's Dilemma,2003,38,0,8,Short
Shall We Dance,2004,106,40000000,6,Romance
Shallow Grave,1994,93,2500000,7.4,Drama
Shallow Hal,2001,113,40000000,6.1,Romance
Shampoo Horns,1998,89,2500000,4.3,Drama
Shanghai Knights,2003,114,50000000,6.3,Comedy
Shanghai Noon,2000,110,55000000,6.7,Comedy
"Shape of Things, The",2003,96,4000000,6.9,Drama
Shards,2004,23,38000,7.7,Short
Shark Tale,2004,90,75000000,5.9,Comedy
Sharks 3D,2004,42,4000000,7.8,Short
Shattered Glass,2003,95,6000000,7.5,Drama
Shaun of the Dead,2004,99,4000000,7.9,Comedy
"Shawshank Redemption, The",1994,142,25000000,9.1,Drama
She's All That,1999,95,10000000,5.5,Romance
She's So Lovely,1997,100,18000000,5.7,Romance
She's the One,1996,96,3500000,6,Romance
Shelter,2003,80,125000,4.6,Drama
Shelter Island,2003,82,5000000,3.9,Unknown
Shine,1996,105,5500000,7.6,Romance
"Shipping News, The",2001,111,35000000,6.9,Romance
Shock Act,2004,19,50000,9.1,Short
Shooter,2004,24,25000,7,Short
Shooting Fish,1997,103,3000000,6.6,Romance
Shopping for Fangs,1997,90,100000,7.6,Unknown
Short Cut to Nirvana: Kumbh Mela,2004,85,200000,8.6,Documentary
"Shot at Glory, A",2000,114,9000000,6.3,Drama
Shotgun Wedding,2003,24,2000,9.1,Short
Shottas,2002,95,200000,6.4,Drama
Showboy,2002,93,300000,4.5,Comedy
Showgirls,1995,131,45000000,3.8,Drama
Showtime,2002,96,85000000,5.5,Comedy
Shrek,2001,90,60000000,8,Romance
Shrek 2,2004,92,75000000,7.8,Comedy
"Shrink Is In, The",2001,87,6000000,4.9,Romance
Shutter,2001,24,15000,3.5,Short
Sibirskiy tsiryulnik,1998,275,35000000,7.1,Romance
Sidewalks of New York,2001,108,1000000,6.5,Romance
Sideways,2004,123,16000000,8,Drama
"Siege, The",1998,116,70000000,5.9,Drama
Signs,2002,108,72000000,7.1,Drama
"Silence of the Lambs, The",1991,118,19000000,8.5,Unknown
Silencio,2002,30,10000,9.6,Short
Silent Amy,2004,41,7000,8.4,Short
Silent Cry,2002,85,4500000,3.7,Drama
Silent Trigger,1996,90,15000000,4.7,Drama
"Silenzio dei prosciutti, Il",1994,81,3000000,3.4,Comedy
Silmido,2003,135,8000000,7.1,Drama
Simon Birch,1998,113,20000000,6.8,Drama
Simon: An English Legionnaire,2002,90,3500000,5.7,Drama
"Simple Plan, A",1998,121,17000000,7.6,Drama
"Simple Wish, A",1997,89,28000000,5,Comedy
Simply Irresistible,1999,94,6000000,4.7,Romance
Sin City,2005,124,45500000,8.3,Action
Sinbad: Legend of the Seven Seas,2003,86,60000000,6.5,Animation
"Sindrome di Stendhal, La",1996,113,3800000,5.8,Unknown
"Singing Detective, The",2003,109,10000000,5.3,Drama
Single and Dealing with It,2003,86,175000,5,Comedy
"Singles Ward, The",2002,102,500000,5.7,Romance
Sirota kazanskaya,1997,82,800000,7,Romance
"Sista vals, En",2001,14,35000,5.1,Short
Sit and Spin,2002,20,50000,8.7,Short
Siunin Wong Fei-hung tsi titmalau,1993,90,2000000,7.4,Comedy
Six Days Seven Nights,1998,101,70000000,5.6,Romance
Six-String Samurai,1998,91,2000000,6.2,Action
"Sixth Sense, The",1999,107,55000000,8.2,Drama
Skeletons,1996,87,2200000,5.3,Drama
Skeletons in the Closet,2000,86,1500000,5.4,Drama
Skin Deep,2003,89,400000,3.8,Drama
"Skulls, The",2000,106,15000000,5.3,Drama
Sky Captain and the World of Tomorrow,2004,106,40000000,6.5,Action
Slacker,1991,97,23000,6.7,Drama
Slackers,2002,86,11000000,4.7,Comedy
Slam,1998,100,1000000,7.1,Drama
Slap Her... She's French,2002,92,10000000,4.7,Comedy
Slashers,2001,97,165000,5.2,Unknown
"Slaughter Rule, The",2002,112,500000,6,Drama
Sleepers,1996,147,44000000,7,Drama
"Sleeping Dictionary, The",2003,109,12000000,6.1,Romance
Sleepless in Seattle,1993,105,21000000,6.7,Romance
Sleepover,2004,89,10000000,4.1,Comedy
Sleepwalk,2000,98,100000,5.7,Drama
Sleepwalker,1993,2,15000,1.5,Short
Sleepy Hollow,1999,105,65000000,7.4,Unknown
Slums of Beverly Hills,1998,92,5000000,6.4,Drama
Small Soldiers,1998,110,40000000,5.8,Comedy
Small Time Crooks,2000,94,18000000,6.5,Romance
"Smile Like Yours, A",1997,98,18000000,4.5,Romance
Smilla's Sense of Snow,1997,120,35000000,6.3,Drama
Smoke,1995,112,7000000,7.4,Drama
Smoke Signals,1998,88,2000000,7.2,Drama
Smokin' Stogies,2001,98,280000,4.6,Unknown
Snackers,2004,10,13000,7,Short
Snake Eyes,1998,98,73000000,5.7,Unknown
Snatch.,2000,102,10000000,7.9,Comedy
"Snell Show, The",2003,8,6000,9.2,Short
Snitch,1998,90,11000000,6.2,Drama
Snow Day,2000,89,13000000,4.6,Romance
Snow Dogs,2002,99,35000000,5.1,Comedy
Snow Falling on Cedars,1999,127,36000000,6.7,Drama
Social Intercourse,1998,90,15000,4.8,Comedy
Soft for Digging,2001,74,6000,6.1,Drama
Soho Square,2000,79,7000,4.9,Drama
Sol Goode,2001,99,3000000,5.4,Comedy
Solar Crisis,1990,112,55000000,3.9,Unknown
Solaris,2002,99,47000000,6.3,Romance
Soldier,1998,98,75000000,5.2,Action
"Soldier's Leap, The",1998,26,75000,8.3,Short
"Soldier, The",2003,10,3000,9.2,Short
Soldiers Pay,2004,35,180000,7,Short
Soliloquy,2001,29,3000,7.2,Short
Soliloquy,2003,93,89000,9.2,Comedy
Solitaire for 2,1995,106,1500000,4.8,Romance
Solitude,2005,74,5000,8.6,Drama
Solomon Bernstein's Bathroom,2000,20,35000,6.4,Short
Solstice,1994,48,130000,5.1,Drama
Someone Like You...,2001,97,23000000,5.7,Romance
Sometimes They Come Back... Again,1996,98,3000000,2.9,Unknown
Sometimes They Come Back... for More,1999,89,2000000,2.8,Unknown
Son,2002,125,2000000,4.2,Drama
Son of the Mask,2005,94,74000000,1.9,Comedy
Song jia huang chao,1997,145,50000000,6.9,Romance
Songcatcher,2000,109,1800000,7.2,Drama
Sons of Provo,2004,93,200000,4.3,Comedy
Sorority Boys,2002,93,12000000,5.1,Comedy
Sorority House Vampires,1998,86,50000,1.8,Comedy
Sorte Nula,2004,85,150000,7.3,Unknown
Soul Assassin,2001,96,7000000,4,Action
Soul Food,1997,114,7500000,6.5,Drama
Soul Plane,2004,92,16000000,3.2,Comedy
Soul Survivors,2001,84,14000000,3.6,Unknown
South Beach,1992,93,800000,3.4,Drama
South Park: Bigger Longer & Uncut,1999,81,21000000,7.6,Comedy
Space Available,2004,15,18000,9.2,Short
"Space Between, The",2002,19,12000,4.8,Short
"Space Between, The",2004,60,1500,5.4,Unknown
Space Cowboys,2000,130,65000000,6.4,Drama
Space Jam,1996,87,80000000,5.2,Comedy
Space Truckers,1996,95,25000000,4.5,Comedy
Spaced Invaders,1990,100,3000000,4.5,Comedy
Spaceman,1997,88,50000,4.7,Comedy
Spandex: A Father's Tale,2005,21,30000,9.4,Short
Spanglish,2004,130,80000000,6.7,Romance
Spanish Judges,1999,98,3500000,4.8,Drama
Spanking the Monkey,1994,100,200000,6.5,Drama
Spawn,1997,98,40000000,4.6,Action
"Specialist, The",1994,110,45000000,4.7,Drama
Species,1995,108,35000000,5.4,Drama
Speed,1994,116,28000000,7.1,Action
Speed 2: Cruise Control,1997,121,110000000,3.3,Romance
Speedway Junky,1999,105,1000000,5.3,Drama
Spelling Bee,2004,13,20000,8.3,Short
Sphere,1998,134,80000000,5.3,Unknown
Spice World,1997,93,25000000,3,Comedy
Spider,2002,94,8000000,6.8,Drama
Spider-Man,2002,121,139000000,7.4,Action
Spider-Man 2,2004,127,200000000,7.9,Action
Spiders,2000,95,2000000,3.2,Unknown
"Spin Cycle, The",2004,9,5300,8.8,Short
Spinal Tap: The Final Tour,1998,20,50000,6.6,Short
"Spirit of America, The",2001,3,60000,6,Short
Spirit: Stallion of the Cimarron,2002,86,80000000,6.4,Animation
"Spirithunter, The",2004,115,100000,8.3,Unknown
"Spitfire Grill, The",1996,117,6000000,6.7,Drama
Split Second,1992,90,7000000,5.3,Action
"SpongeBob SquarePants Movie, The",2004,90,30000000,6.5,Comedy
Spook,2003,93,1000000,8.3,Unknown
Spotless,2005,90,250000,3.9,Action
Spring Forward,1999,110,2000000,7.1,Drama
Spudmonkey,2001,88,1100000,7.8,Comedy
Spun,2002,106,2800000,6.2,Drama
Spy Game,2001,126,92000000,7,Drama
Spy Hard,1996,81,18000000,4.5,Comedy
Spy Kids,2001,88,35000000,6.2,Comedy
Spy Kids 2: Island of Lost Dreams,2002,99,39000000,5.8,Comedy
Spy Kids 3-D: Game Over,2003,84,39000000,4.7,Comedy
Squeeze,1997,102,155000,4.9,Drama
Stag,1997,91,3000000,5.5,Drama
"Stand-In, The",1999,100,400000,5.6,Drama
Standalone,2005,108,245000,7.3,Drama
Standing by Yourself,2002,65,1000,9.1,Documentary
Star Kid,1997,101,12000000,5,Unknown
Star Trek VI: The Undiscovered Country,1991,113,30000000,6.9,Action
Star Trek the Experience: The Klingon Encounter,1998,4,70000000,7,Short
Star Trek: First Contact,1996,106,45000000,7.3,Action
Star Trek: Generations,1994,118,35000000,6.2,Drama
Star Trek: Insurrection,1998,103,58000000,6.3,Romance
Star Trek: Nemesis,2002,116,70000000,6.5,Drama
Star Wars: Episode I - The Phantom Menace,1999,133,115000000,6.4,Action
Star Wars: Episode II - Attack of the Clones,2002,120,120000000,7,Action
Star-Crossed,2003,105,2500,8.4,Romance
Stargate,1994,130,55000000,6.4,Action
Stark Raving Mad,2002,102,5000000,6.2,Comedy
Starkweather,2004,92,1000000,4.6,Drama
Starship Troopers,1997,129,95000000,6.7,Action
Starsky & Hutch,2004,101,60000000,6.3,Comedy
State's Evidence,2004,89,400000,7,Drama
"Statement, The",2003,120,23000000,6.1,Drama
Stateside,2004,97,16000000,5.4,Drama
"Station Agent, The",2003,88,500000,8.1,Drama
Stationery Games,2002,28,2500,6.1,Short
Statski sovetnik,2005,208,4000000,7,Drama
"Steaks, The",2000,107,1000,8.7,Romance
Steal Big Steal Little,1995,135,35000000,4.6,Comedy
Stealing Harvard,2002,82,25000000,4.7,Drama
Steam Cloud Rising,2004,100,25000,6.4,Drama
Steamboy,2004,126,20000000,6.6,Drama
Steel,1997,97,16000000,2.6,Action
Steel Legends: Railroads of the Northeast,2000,60,17500,8.5,Documentary
Steel Spirit,2002,90,20000,6,Action
"Stepford Wives, The",2004,93,90000000,5.3,Drama
Stepmom,1998,124,50000000,6.1,Drama
Steven Spielberg's Movie,2001,25,11000,1.7,Short
"Sticky Fingers of Time, The",1997,90,250000,5.5,Unknown
Stigmata,1999,103,32000000,6,Drama
Still Lover,2003,5,1000,7.7,Short
Stir of Echoes,1999,99,13000000,7,Unknown
Stolen Summer,2002,91,1500000,6.2,Drama
"Story of Us, The",1999,95,50000000,5.6,Romance
Straight Out of Brooklyn,1991,79,450000,5.4,Drama
"Straight Story, The",1999,112,10000000,8.1,Drama
Strange Days,1995,145,42000000,6.9,Drama
Strangeland,1998,92,2000000,4.4,Unknown
Strangers,2004,9,1000,9.7,Short
Street Pirates,1994,94,650000,8.2,Documentary
Striptease,1996,117,50000000,3.8,Drama
Stuart Little,1999,81,103000000,6,Comedy
Stuart Little 2,2002,82,120000000,5.9,Comedy
"Student of Prague, The",2004,9,8000,8.7,Short
"Stupids, The",1996,94,25000000,3.7,Comedy
Sub Down,1997,93,17000000,4.4,Drama
Sub terra,2003,105,1200000,7,Romance
Sugar & Spice,2001,84,11000000,5.3,Comedy
Sugar Town,1999,92,250000,5.8,Comedy
Suicide Inc.,2001,10,8000,3.2,Short
Suicide Kings,1997,106,5000000,7,Drama
"Sum of All Fears, The",2002,123,68000000,6.6,Drama
Sumas y restas,2004,109,1500000,6,Drama
